Year,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons)
1996,Madhya Pradesh,Jabalpur,153.2,86.3,144.2,166.5,0.1,0.1
1997,Madhya Pradesh,Jabalpur,161.8,86.2,185.8,169.1,0.08,0.2
1998,Madhya Pradesh,Jabalpur,56.1,28.8,186.34,136.5,0.14,0.18
1999,Madhya Pradesh,Jabalpur,164.7,173.4,188.5,253.4,0.1,0.2
2000,Madhya Pradesh,Jabalpur,164.3,72,154.3,195.9,0.1,0.3
2001,Madhya Pradesh,Jabalpur,172.7,144.9,159.1,220.5,0.1,0.4
2002,Madhya Pradesh,Jabalpur,170.1,96.5,148.9,170,0.2,0.5
2003,Madhya Pradesh,Jabalpur,178.2,174.3,157.2,241.2,0.1,0.4
2004,Madhya Pradesh,Jabalpur,180.52,162.82,156.45,231.69,0.39,0.66
2005,Madhya Pradesh,Jabalpur,168.96,145.9,156.55,255.66,0.98,1.2
2006,Madhya Pradesh,Jabalpur,173.4,103.71,144.1,226.35,1.82,2
2007,Madhya Pradesh,Jabalpur,153.8,53.52,130.4,166.2,1.2,2.9
2008,Madhya Pradesh,Jabalpur,173.3,103.69,157.7,245.8,0.5,1.3
2009,Madhya Pradesh,Jabalpur,135.2,78.8,162,229.4,0.7,1.8
2010,Madhya Pradesh,Jabalpur,151.1,155,162.7,339.5,0.4,1.1
2011,Madhya Pradesh,Jabalpur,157.6,204.5,166,381.6,0.5,1.3
2012,Madhya Pradesh,Jabalpur,182.13,292.91,201.13,559.1,0.23,0.68
2013,Madhya Pradesh,Jabalpur,188.69,364.36,218.66,546.79,0.9,2.77
2014,Madhya Pradesh,Jabalpur,179,228,227,598,1,3
2015,Madhya Pradesh,Jabalpur,169,189.33,202,623,3,11
2016,Madhya Pradesh,Jabalpur,225,652.66,237,827,0,0
2017,Madhya Pradesh,Jabalpur,210.2,526.17,300.7,1037.13,3.37,1.79
1966,Madhya Pradesh,Balaghat,211,98,15,5,1.4,6.4
1967,Madhya Pradesh,Balaghat,213,197,16,3,1.7,7.9
1968,Madhya Pradesh,Balaghat,217.4,188,14.5,6,2.4,11.4
1969,Madhya Pradesh,Balaghat,219.1,220.6,14.7,4.5,2.3,11.2
1970,Madhya Pradesh,Balaghat,220.6,236.9,14.5,6.8,2.1,9.9
1971,Madhya Pradesh,Balaghat,222.5,264.7,14.9,5.6,2,9.7
1972,Madhya Pradesh,Balaghat,223.3,138.7,14.9,5,2,9.7
1973,Madhya Pradesh,Balaghat,222.6,197.5,17.2,6.6,2.1,9.9
1974,Madhya Pradesh,Balaghat,221.8,110.2,18.1,7.5,2.2,10
1975,Madhya Pradesh,Balaghat,220.6,226.6,25,10.1,2.4,11.5
1976,Madhya Pradesh,Balaghat,223,193.6,19.7,5.5,2.5,11.5
1977,Madhya Pradesh,Balaghat,227.3,282.3,21.2,8.5,2.7,12.3
1978,Madhya Pradesh,Balaghat,226.3,226.4,21.6,10.1,2.4,10.9
1979,Madhya Pradesh,Balaghat,220.7,98.8,12.8,5.2,2,6.8
1980,Madhya Pradesh,Balaghat,225.7,316.9,18,14.7,1.5,6.5
1981,Madhya Pradesh,Balaghat,228,282.2,19,15.7,1.7,7.8
1982,Madhya Pradesh,Balaghat,225.1,228.7,18,12.2,1.4,6.2
1983,Madhya Pradesh,Balaghat,228.2,280.2,20.2,7.2,1.6,7.8
1984,Madhya Pradesh,Balaghat,229.7,154.7,15.1,7.1,1.1,5.2
1985,Madhya Pradesh,Balaghat,230.6,304,20.3,6.1,1.1,5.3
1986,Madhya Pradesh,Balaghat,233,234,21,21,1.1,5.3
1987,Madhya Pradesh,Balaghat,203,205,22,13,2.3,10.4
1988,Madhya Pradesh,Balaghat,235.1,358.6,22.5,16.6,1.5,6.3
1989,Madhya Pradesh,Balaghat,232.4,218.5,22.9,18.6,1.5,6.7
1990,Madhya Pradesh,Balaghat,236.3,297.1,23.8,22.7,1.45,5.3
1991,Madhya Pradesh,Balaghat,236.2,238.4,18.8,11.7,1.63,6.7
1992,Madhya Pradesh,Balaghat,237.3,263.6,19.1,13.5,1.14,4.7
1993,Madhya Pradesh,Balaghat,241.6,299.7,22.6,19.5,1.32,6
1994,Madhya Pradesh,Balaghat,243.7,228.3,26.7,24.8,1.4,5
1995,Madhya Pradesh,Balaghat,243.3,295.9,25.2,22.1,0.5,1.9
1996,Madhya Pradesh,Balaghat,235.9,245.3,15.6,14.3,2,7.1
1997,Madhya Pradesh,Balaghat,243.9,257.7,13.1,6.5,0.48,1.8
1998,Madhya Pradesh,Balaghat,240.1,299.4,19.1,14.1,0.9,3.7
1999,Madhya Pradesh,Balaghat,249.7,333.3,18.5,18.6,1.3,5.8
2000,Madhya Pradesh,Balaghat,246.6,209.4,14,9.8,0.9,3.7
2001,Madhya Pradesh,Balaghat,249.5,358.2,16,14.6,1,3.9
2002,Madhya Pradesh,Balaghat,247.5,207.8,16.6,17.6,0.8,3.6
2003,Madhya Pradesh,Balaghat,252.1,370.4,16.3,17.4,1.2,4.8
2004,Madhya Pradesh,Balaghat,224.8,246.49,11.34,7.9,1.57,3.02
2005,Madhya Pradesh,Balaghat,248.7,365.28,16.58,15.84,1.65,3.8
2006,Madhya Pradesh,Balaghat,248.65,299.34,15.05,11.43,1.73,2.8
2007,Madhya Pradesh,Balaghat,249.8,233.77,14.7,13.2,1,4.1
2008,Madhya Pradesh,Balaghat,249.8,181.57,15.1,12.3,0.8,3.9
2009,Madhya Pradesh,Balaghat,247.8,338.2,14.7,19.5,0.9,4.6
2010,Madhya Pradesh,Balaghat,247.9,353,15.1,22.9,0.7,3.6
2011,Madhya Pradesh,Balaghat,246.7,336.2,22.7,29.8,1.5,5.5
2012,Madhya Pradesh,Balaghat,260.77,486.46,18.32,23.72,0.68,3.42
2013,Madhya Pradesh,Balaghat,258.65,434.08,17.52,22.85,0.91,4.86
2014,Madhya Pradesh,Balaghat,245,449.33,38,56,1,5
2015,Madhya Pradesh,Balaghat,266,445.33,20,27,1,3
2016,Madhya Pradesh,Balaghat,272,675.33,35,64,0,0
2017,Madhya Pradesh,Balaghat,220.21,395.48,55.56,138.12,3.7,1.91
1966,Madhya Pradesh,Chhindwara,18.4,4.6,50,22.4,2.1,5.3
1967,Madhya Pradesh,Chhindwara,17.9,10.6,54,28.1,1.9,5.5
1968,Madhya Pradesh,Chhindwara,18.1,10,58.5,34,2.4,7.4
1969,Madhya Pradesh,Chhindwara,18.3,10.5,58.9,33.3,2.7,7.8
1970,Madhya Pradesh,Chhindwara,18.7,12.7,63.5,40.1,2.5,8
1971,Madhya Pradesh,Chhindwara,20.3,15,68.4,42.4,2.8,9.1
1972,Madhya Pradesh,Chhindwara,20.8,9.5,65,32.2,2.8,7.4
1973,Madhya Pradesh,Chhindwara,21.6,16.1,64.6,35.6,2.1,8.9
1974,Madhya Pradesh,Chhindwara,22.4,10.3,63.3,39,2.1,6.4
1975,Madhya Pradesh,Chhindwara,22.4,21.5,70,41.4,2.8,8.6
1976,Madhya Pradesh,Chhindwara,23.6,8.4,67.2,29.4,3.5,10.3
1977,Madhya Pradesh,Chhindwara,24.9,14,75.5,37.3,3.9,12
1978,Madhya Pradesh,Chhindwara,26.7,13.5,72.5,29.7,4.4,12.4
1979,Madhya Pradesh,Chhindwara,27.9,5.5,70.1,31.9,4.5,9.5
1980,Madhya Pradesh,Chhindwara,26.7,12.9,63,28.1,5,13.2
1981,Madhya Pradesh,Chhindwara,26.7,14.7,73,60.3,4.7,13.6
1982,Madhya Pradesh,Chhindwara,26,21.5,71.8,89.5,4.6,16.7
1983,Madhya Pradesh,Chhindwara,26.3,27.5,80.6,123.1,4.7,26.4
1984,Madhya Pradesh,Chhindwara,27.3,19.5,82.7,101.9,4.1,23.5
1985,Madhya Pradesh,Chhindwara,27.1,24.2,85.7,120,3.6,24.2
1986,Madhya Pradesh,Chhindwara,28,16,67,95,4.1,37.8
1987,Madhya Pradesh,Chhindwara,26,28,80,103,6.3,51.2
1988,Madhya Pradesh,Chhindwara,27.5,20.3,78.6,110.3,5.1,41.5
1989,Madhya Pradesh,Chhindwara,26.9,20.8,65.1,86.8,4.1,25.6
1990,Madhya Pradesh,Chhindwara,20.8,20.7,81.2,137,3.3,19.9
1991,Madhya Pradesh,Chhindwara,19.1,10.8,56.5,58.5,3.26,16.8
1992,Madhya Pradesh,Chhindwara,18.6,12.9,55.6,90.9,2.12,11.4
1993,Madhya Pradesh,Chhindwara,19.4,17.5,77.6,152.2,2.02,12.1
1994,Madhya Pradesh,Chhindwara,20.1,19.4,91.4,201.8,2.4,16.7
1995,Madhya Pradesh,Chhindwara,19.6,11.1,85.7,134.7,4.7,32
1996,Madhya Pradesh,Chhindwara,19,15.8,88.2,158.1,3.7,26.2
1997,Madhya Pradesh,Chhindwara,19.7,14.9,90.4,86.7,5.22,35.2
1998,Madhya Pradesh,Chhindwara,19.4,12.1,102.4,175.4,5.5,37
1999,Madhya Pradesh,Chhindwara,25.4,21.1,104.2,272.7,8.4,57
2000,Madhya Pradesh,Chhindwara,24.8,11,61.5,92.9,7.2,36.4
2001,Madhya Pradesh,Chhindwara,25.4,11.3,59.8,84.9,5.7,25.2
2002,Madhya Pradesh,Chhindwara,25.4,11,71.4,105.1,5.8,33.5
2003,Madhya Pradesh,Chhindwara,24.3,21.1,84.2,170.2,6.1,38.9
2004,Madhya Pradesh,Chhindwara,22.68,15.22,84.26,145.57,12.56,36.9
2005,Madhya Pradesh,Chhindwara,21.57,16.49,91.94,139.56,14.11,38.01
2006,Madhya Pradesh,Chhindwara,20.56,16.67,105.95,198.97,14.69,51.95
2007,Madhya Pradesh,Chhindwara,20.5,12.01,110.7,223.4,6.7,45
2008,Madhya Pradesh,Chhindwara,19.3,9.57,82.8,175.2,5.9,38.3
2009,Madhya Pradesh,Chhindwara,18.8,14.2,111.1,425.2,4.7,30.9
2010,Madhya Pradesh,Chhindwara,18.3,30.2,114.5,388.9,4.7,32.2
2011,Madhya Pradesh,Chhindwara,20.2,43,122.1,278.84,6.1,41.3
2012,Madhya Pradesh,Chhindwara,13.94,38.37,138.57,438.74,5.72,38.83
2013,Madhya Pradesh,Chhindwara,13.81,28.05,146.14,332.52,4.53,31.38
2014,Madhya Pradesh,Chhindwara,20,48,155,455,6,35
2015,Madhya Pradesh,Chhindwara,31,54,165,636,4,19
2016,Madhya Pradesh,Chhindwara,35,53.33,179,578,0,0
2017,Madhya Pradesh,Chhindwara,34.01,42.06,181,619.2,11,4.4
1966,Madhya Pradesh,Narsinghpur,17.2,5.4,24,14,0.8,1.6
1967,Madhya Pradesh,Narsinghpur,16,16,37,25,0.9,1.8
1968,Madhya Pradesh,Narsinghpur,16.3,14,44.9,38,1.5,3.1
1969,Madhya Pradesh,Narsinghpur,14.8,12.1,46.2,39.9,2,3.8
1970,Madhya Pradesh,Narsinghpur,14.1,14.9,51.3,52,1.7,3.2
1971,Madhya Pradesh,Narsinghpur,14.2,14.6,44.5,40.2,1.2,2.5
1972,Madhya Pradesh,Narsinghpur,15.6,17.4,41.7,39.8,1.2,2.4
1973,Madhya Pradesh,Narsinghpur,15.4,19.7,39.6,41.4,0.9,2.6
1974,Madhya Pradesh,Narsinghpur,15.5,13.4,37.6,48.4,1.7,4.2
1975,Madhya Pradesh,Narsinghpur,14.7,14.8,40.3,41.7,2.2,5.6
1976,Madhya Pradesh,Narsinghpur,14.9,12.1,39.2,38.8,2.5,6.9
1977,Madhya Pradesh,Narsinghpur,14.8,14.4,40,33.1,2.3,6.1
1978,Madhya Pradesh,Narsinghpur,15,14.1,41,45.1,2.8,7.1
1979,Madhya Pradesh,Narsinghpur,16.8,3.7,36.4,22.5,2.3,4.4
1980,Madhya Pradesh,Narsinghpur,16.3,17.3,35.4,46.5,1.8,4.3
1981,Madhya Pradesh,Narsinghpur,12.9,14,34.7,61.5,1.6,4
1982,Madhya Pradesh,Narsinghpur,15.9,17.5,36.2,53.9,1.6,3.4
1983,Madhya Pradesh,Narsinghpur,15.9,18.5,38.7,53.2,2.7,7.2
1984,Madhya Pradesh,Narsinghpur,16,15.4,41,68.4,1.9,5
1985,Madhya Pradesh,Narsinghpur,15.9,23.8,39.4,63.2,1.1,2.9
1986,Madhya Pradesh,Narsinghpur,15,19,38,63,1.6,5.5
1987,Madhya Pradesh,Narsinghpur,15,18,43,71,3.8,12.9
1988,Madhya Pradesh,Narsinghpur,15.8,15.9,45.3,83.2,4.7,16.4
1989,Madhya Pradesh,Narsinghpur,13.4,11.1,46.2,80.2,4.4,15.3
1990,Madhya Pradesh,Narsinghpur,11.4,12.7,52.1,112.9,2.76,9.6
1991,Madhya Pradesh,Narsinghpur,11,12.9,54,134.5,3.01,13.8
1992,Madhya Pradesh,Narsinghpur,10.6,11,56.9,146.1,3.13,13
1993,Madhya Pradesh,Narsinghpur,10,11,62,161.6,2.93,12.7
1994,Madhya Pradesh,Narsinghpur,9.1,9.5,62.5,181.8,6,26
1995,Madhya Pradesh,Narsinghpur,9,7.2,60.4,160.5,6.9,30.8
1996,Madhya Pradesh,Narsinghpur,9.4,10.2,59.6,176.8,7.1,31.9
1997,Madhya Pradesh,Narsinghpur,8.2,9,88.4,120.3,5.34,23.8
1998,Madhya Pradesh,Narsinghpur,6.6,7.7,90.4,163.3,6.3,29.4
1999,Madhya Pradesh,Narsinghpur,9.4,12,81.5,259.4,5.8,24.6
2000,Madhya Pradesh,Narsinghpur,10.8,9.1,77.3,252.8,7,33.4
2001,Madhya Pradesh,Narsinghpur,13.2,15.4,67.7,216.4,8,38.1
2002,Madhya Pradesh,Narsinghpur,13,9.1,62.5,170.6,8.2,38.3
2003,Madhya Pradesh,Narsinghpur,13.3,15.6,60.5,181.7,8.2,38.5
2004,Madhya Pradesh,Narsinghpur,14.03,14.95,59.19,168.94,18.8,50.78
2005,Madhya Pradesh,Narsinghpur,13.05,13.93,54.52,161.66,25.63,85.4
2006,Madhya Pradesh,Narsinghpur,13.61,14.58,53.07,151.93,31.96,115.14
2007,Madhya Pradesh,Narsinghpur,12.9,8.38,55,157.5,31.6,154.6
2008,Madhya Pradesh,Narsinghpur,13.1,8.05,62.3,189.7,18.7,93.4
2009,Madhya Pradesh,Narsinghpur,13.4,14.9,65.1,169.4,16,70.2
2010,Madhya Pradesh,Narsinghpur,12.5,19.5,68.8,226.9,15.2,66.9
2011,Madhya Pradesh,Narsinghpur,12,21.5,63.6,253.2,25.6,104
2012,Madhya Pradesh,Narsinghpur,12.91,17.21,82,240.82,19.08,116.34
2013,Madhya Pradesh,Narsinghpur,18.36,24.99,93.17,198.02,24.26,120.56
2014,Madhya Pradesh,Narsinghpur,18,25.33,94,305,40,221
2015,Madhya Pradesh,Narsinghpur,34,89.33,95,388,51,280
2016,Madhya Pradesh,Narsinghpur,55,154.66,100,404,55,401.8
2017,Madhya Pradesh,Narsinghpur,39.1,181.3,92,320.71,51.1,30.07
1966,Madhya Pradesh,Seoni / Shivani,78,52,63,29,0.5,1.6
1967,Madhya Pradesh,Seoni / Shivani,78,77,72,28,0.6,1.9
1968,Madhya Pradesh,Seoni / Shivani,82.2,79,87.9,38,0.8,2.5
1969,Madhya Pradesh,Seoni / Shivani,82.9,94.6,90.3,35.4,0.9,2.9
1970,Madhya Pradesh,Seoni / Shivani,84.2,102.4,87.5,33.6,0.8,2.6
1971,Madhya Pradesh,Seoni / Shivani,87.7,110.8,86.7,37.3,0.7,2.4
1972,Madhya Pradesh,Seoni / Shivani,87.4,117.9,79.4,40.2,0.7,2.2
1973,Madhya Pradesh,Seoni / Shivani,83.3,115.7,67.9,25.8,0.6,2.2
1974,Madhya Pradesh,Seoni / Shivani,83.8,55.3,63.4,36.1,0.6,2.2
1975,Madhya Pradesh,Seoni / Shivani,84.3,98.4,71.6,37.2,0.6,2.2
1976,Madhya Pradesh,Seoni / Shivani,87.2,57.9,67.1,18.9,0.7,2.3
1977,Madhya Pradesh,Seoni / Shivani,88.3,101.4,79.7,21.3,0.4,1.4
1978,Madhya Pradesh,Seoni / Shivani,90.2,58.8,81.3,40,0.4,1.5
1979,Madhya Pradesh,Seoni / Shivani,91.5,38.4,75.1,28.6,0.5,1.4
1980,Madhya Pradesh,Seoni / Shivani,91.3,102.1,77.6,33.4,0.9,2.9
1981,Madhya Pradesh,Seoni / Shivani,93,90.4,78.2,42.7,0.9,2.8
1982,Madhya Pradesh,Seoni / Shivani,92,79.5,78.4,34.8,0.7,2.2
1983,Madhya Pradesh,Seoni / Shivani,93.9,118.3,83.4,62.5,0.6,1.9
1984,Madhya Pradesh,Seoni / Shivani,96.6,62.7,81.3,39.2,0.6,1.8
1985,Madhya Pradesh,Seoni / Shivani,97.6,144.3,83.9,45.7,0.5,1.5
1986,Madhya Pradesh,Seoni / Shivani,98,94,76,45,0.5,1.4
1987,Madhya Pradesh,Seoni / Shivani,75,58,80,44,0.5,1.3
1988,Madhya Pradesh,Seoni / Shivani,99,129.2,80.9,41.2,0.4,1.4
1989,Madhya Pradesh,Seoni / Shivani,97.3,107.6,83.1,51.1,0.4,1.2
1990,Madhya Pradesh,Seoni / Shivani,95.8,136.4,88.1,58.8,0.39,1.2
1991,Madhya Pradesh,Seoni / Shivani,95.5,59.2,50.9,29.1,0.47,1.5
1992,Madhya Pradesh,Seoni / Shivani,96.8,97.3,58.9,38.8,0.23,0.8
1993,Madhya Pradesh,Seoni / Shivani,98.4,135.2,82,71.7,0.17,0.6
1994,Madhya Pradesh,Seoni / Shivani,100.2,140.1,94.8,84.2,0.2,0.7
1995,Madhya Pradesh,Seoni / Shivani,100.7,88,83.7,72.3,0.4,1.4
1996,Madhya Pradesh,Seoni / Shivani,99.7,103.8,87.9,76.8,0.5,1.5
1997,Madhya Pradesh,Seoni / Shivani,102.8,91.8,91.2,40.3,0.54,1.8
1998,Madhya Pradesh,Seoni / Shivani,105,125.6,94.5,71.4,0.5,1.7
1999,Madhya Pradesh,Seoni / Shivani,107.6,148.3,104.6,95,0.8,2.7
2000,Madhya Pradesh,Seoni / Shivani,111.1,43.9,85.5,52.1,1,2.2
2001,Madhya Pradesh,Seoni / Shivani,116,112.4,95.7,83.1,1,3.3
2002,Madhya Pradesh,Seoni / Shivani,116.9,80.2,96.5,78.8,0.7,2
2003,Madhya Pradesh,Seoni / Shivani,120.6,175.7,98.7,93.1,0.8,2.4
2004,Madhya Pradesh,Seoni / Shivani,113.9,84.1,93,77.7,1.33,1.62
2005,Madhya Pradesh,Seoni / Shivani,118.32,143.95,103.03,91.15,1.36,3.19
2006,Madhya Pradesh,Seoni / Shivani,119.39,135.81,104.72,101.31,1.61,3.08
2007,Madhya Pradesh,Seoni / Shivani,119,97.61,110.5,93.4,1.2,3.6
2008,Madhya Pradesh,Seoni / Shivani,115.6,77.42,103.1,90.1,1.2,3.6
2009,Madhya Pradesh,Seoni / Shivani,116.8,122.4,108.8,90.5,1,3.1
2010,Madhya Pradesh,Seoni / Shivani,116.3,153.9,111.7,102.1,1.1,3.4
2011,Madhya Pradesh,Seoni / Shivani,121.2,176.4,115.6,127.5,0.9,2.4
2012,Madhya Pradesh,Seoni / Shivani,136.55,281.01,132.11,374.26,0.77,2.36
2013,Madhya Pradesh,Seoni / Shivani,150.24,440.99,153.28,346.04,0.63,3.15
2014,Madhya Pradesh,Seoni / Shivani,139,199.33,99,286,1,5
2015,Madhya Pradesh,Seoni / Shivani,169,238.67,115,277,0,0
2016,Madhya Pradesh,Seoni / Shivani,182,450,151,445,0,0
2017,Madhya Pradesh,Seoni / Shivani,133.13,319.98,200.72,523.88,0,0
1966,Madhya Pradesh,Mandla,110,27,30,11,0.7,1.5
1967,Madhya Pradesh,Mandla,110,56,51,34,0.7,1.4
1968,Madhya Pradesh,Mandla,115.3,56,53.7,39,1.1,2
1969,Madhya Pradesh,Mandla,115,71.4,56.1,33.6,1.1,2.1
1970,Madhya Pradesh,Mandla,118.8,75.7,57,48.4,1,1.9
1971,Madhya Pradesh,Mandla,122.5,79.6,62.4,50.1,0.8,1.5
1972,Madhya Pradesh,Mandla,122.3,50.3,64.2,48.5,0.8,1.7
1973,Madhya Pradesh,Mandla,122.7,83.6,69.3,48.6,0.8,1.5
1974,Madhya Pradesh,Mandla,120.5,70.3,69.6,57.6,0.8,2.4
1975,Madhya Pradesh,Mandla,121.4,91.9,72.1,53.7,0.8,2.4
1976,Madhya Pradesh,Mandla,124.3,58.6,54.7,21.8,0.8,2.2
1977,Madhya Pradesh,Mandla,123.9,66.9,73.6,50.7,0.8,2.3
1978,Madhya Pradesh,Mandla,126.9,75,90.4,74.3,0.8,2.6
1979,Madhya Pradesh,Mandla,125.6,32.5,54.5,22.4,0.9,2.2
1980,Madhya Pradesh,Mandla,127.8,109.6,78.6,63.4,0.9,2.7
1981,Madhya Pradesh,Mandla,129.8,89.4,78.9,70.6,0.9,1.9
1982,Madhya Pradesh,Mandla,135.7,90.9,78.9,46,0.8,2.3
1983,Madhya Pradesh,Mandla,140.4,110.1,85.1,65.4,1,3.1
1984,Madhya Pradesh,Mandla,138.9,57.4,58.7,44.5,1.2,3.8
1985,Madhya Pradesh,Mandla,146.1,96.8,84.5,45.2,1,3.2
1986,Madhya Pradesh,Mandla,145,59,82,63,1,3.3
1987,Madhya Pradesh,Mandla,147,97,99,81,1.8,5.9
1988,Madhya Pradesh,Mandla,150.6,104.5,76.9,41.2,1.4,4.5
1989,Madhya Pradesh,Mandla,149.4,101.1,67.8,56,1.4,4.6
1990,Madhya Pradesh,Mandla,156.5,123.1,85,63.7,1.36,4.6
1991,Madhya Pradesh,Mandla,155.3,87.2,64.7,33.6,1.61,4.8
1992,Madhya Pradesh,Mandla,158.5,92.8,66.1,38.6,1.74,5.1
1993,Madhya Pradesh,Mandla,162.7,129,78.9,73,1.68,5.2
1994,Madhya Pradesh,Mandla,164.8,140.3,83.9,75.5,1.7,4.6
1995,Madhya Pradesh,Mandla,167.5,118.5,84.4,59.1,2.9,8.3
1996,Madhya Pradesh,Mandla,167.4,136.8,84.6,63.4,3.3,9.6
1997,Madhya Pradesh,Mandla,173.8,106.5,76.9,27.1,1.83,5.4
1998,Madhya Pradesh,Mandla,173.9,123.2,124.13,64,2.8,8.6
1999,Madhya Pradesh,Mandla,179.1,166.5,86.9,61.6,1,2.1
2000,Madhya Pradesh,Mandla,175.2,63.2,56.1,21.9,1.4,3.3
2001,Madhya Pradesh,Mandla,186,142.4,67.9,49.8,0.7,1.4
2002,Madhya Pradesh,Mandla,184.2,97.6,62.1,39.6,1.4,3.1
2003,Madhya Pradesh,Mandla,189.9,147.4,65,48.7,1,2.2
2004,Madhya Pradesh,Mandla,192.38,134.12,62.8,50.65,2.29,2.87
2005,Madhya Pradesh,Mandla,193.13,142.17,62.66,44.85,2.52,2.5
2006,Madhya Pradesh,Mandla,192.71,129.68,63.47,44.02,2.84,3.51
2007,Madhya Pradesh,Mandla,193.3,93.26,58.8,40.2,1.4,3.5
2008,Madhya Pradesh,Mandla,194.1,90.35,60,46,1.4,3.3
2009,Madhya Pradesh,Mandla,180.1,106.2,61.5,42.1,1.2,3
2010,Madhya Pradesh,Mandla,191.1,157.5,45.2,32.7,1.3,3.2
2011,Madhya Pradesh,Mandla,198.7,201.8,68,51.3,1.5,2.6
2012,Madhya Pradesh,Mandla,210.44,212.69,71.01,115.32,2.88,6.94
2013,Madhya Pradesh,Mandla,212.68,242.15,74.83,127.02,0.25,1.03
2014,Madhya Pradesh,Mandla,209,274,143,198,1,5
2015,Madhya Pradesh,Mandla,215,365.33,90,173,2,10
2016,Madhya Pradesh,Mandla,227,440.66,98,270,0,0
2017,Madhya Pradesh,Mandla,215.1,689.45,90,228,2.81,1.01
1966,Madhya Pradesh,Sagar,15,7,209,68,0.4,0.6
1967,Madhya Pradesh,Sagar,15,11,218,157,0.3,0.5
1968,Madhya Pradesh,Sagar,15.3,8,254.6,162,0.3,0.6
1969,Madhya Pradesh,Sagar,14.1,8.1,273.2,159.7,0.3,0.5
1970,Madhya Pradesh,Sagar,14.7,10.3,270.5,172.4,0.2,0.5
1971,Madhya Pradesh,Sagar,15.5,10.9,275,221.5,0.2,0.4
1972,Madhya Pradesh,Sagar,16.3,10.2,273.1,185.1,0.2,0.4
1973,Madhya Pradesh,Sagar,15.6,12.4,246.6,188.2,0.1,0.4
1974,Madhya Pradesh,Sagar,14.9,7.6,219.7,172.3,0.2,0.7
1975,Madhya Pradesh,Sagar,14.9,9.8,251.5,197.7,0.2,0.7
1976,Madhya Pradesh,Sagar,15.4,8.7,247.4,131.4,0.3,0.9
1977,Madhya Pradesh,Sagar,15.3,9.8,261.5,209.9,0.2,0.7
1978,Madhya Pradesh,Sagar,15.9,10.6,271.6,227.1,0.3,0.8
1979,Madhya Pradesh,Sagar,15.3,1.6,217.6,175.3,0.2,0.5
1980,Madhya Pradesh,Sagar,15.3,9.5,228.2,154.2,0.2,0.5
1981,Madhya Pradesh,Sagar,15.2,7.3,242.2,235.6,0.2,0.5
1982,Madhya Pradesh,Sagar,15.1,9,249.7,232.7,0.2,0.5
1983,Madhya Pradesh,Sagar,15.1,11.6,263.2,238.2,0.3,1.1
1984,Madhya Pradesh,Sagar,14.9,7.7,266.6,194.7,0.3,0.4
1985,Madhya Pradesh,Sagar,15.3,13.1,267.5,246.3,0.1,0.4
1986,Madhya Pradesh,Sagar,15,7,233,164,0.2,0.5
1987,Madhya Pradesh,Sagar,15,10,247,247,0.1,0.4
1988,Madhya Pradesh,Sagar,15,9.2,251.1,157.7,0.1,0.2
1989,Madhya Pradesh,Sagar,13,7.2,249,197.9,0.2,0.4
1990,Madhya Pradesh,Sagar,11.7,9.6,240.6,239.5,0.09,0.2
1991,Madhya Pradesh,Sagar,11.5,7.2,238.1,192.5,0.14,0.4
1992,Madhya Pradesh,Sagar,10.9,6.4,238,215.3,0.12,0.3
1993,Madhya Pradesh,Sagar,10.5,6.8,240.9,260.2,0.1,0.2
1994,Madhya Pradesh,Sagar,9.1,5.6,229.4,245.3,0.1,0.3
1995,Madhya Pradesh,Sagar,9.2,4.1,217.6,251.3,0.1,0.3
1996,Madhya Pradesh,Sagar,8.3,6,256.2,300.1,0.2,0.4
1997,Madhya Pradesh,Sagar,8.7,5.7,232.8,241.1,0.11,0.3
1998,Madhya Pradesh,Sagar,8.6,5.3,262.1,328.1,0.1,0.4
1999,Madhya Pradesh,Sagar,8.7,6.2,228.6,264.9,0.1,0.4
2000,Madhya Pradesh,Sagar,9.8,5.3,200.6,155.2,0.1,0.3
2001,Madhya Pradesh,Sagar,9.6,5,190,205.7,0.2,0.6
2002,Madhya Pradesh,Sagar,9.4,3.4,140.7,115.1,0.2,0.6
2003,Madhya Pradesh,Sagar,9.7,6,161.8,183.7,0.3,0.7
2004,Madhya Pradesh,Sagar,9.5,5.41,163.78,173.09,0.4,0.57
2005,Madhya Pradesh,Sagar,8.6,4.55,163.78,174.65,0.72,1.09
2006,Madhya Pradesh,Sagar,8.37,4.3,163.7,172.58,0.85,1
2007,Madhya Pradesh,Sagar,6.6,2.38,139.6,131.8,0.3,0.8
2008,Madhya Pradesh,Sagar,6.4,2.24,150.1,188.2,0.3,0.7
2009,Madhya Pradesh,Sagar,6,3.7,173,244.5,0.3,0.7
2010,Madhya Pradesh,Sagar,6,4.5,172.5,186.5,0.3,0.9
2011,Madhya Pradesh,Sagar,3.4,2.7,199.8,295.1,0.7,1.2
2012,Madhya Pradesh,Sagar,5.26,3.33,213.45,449.7,0.5,1.56
2013,Madhya Pradesh,Sagar,4.78,2.09,228.79,425.35,0.2,0.64
2014,Madhya Pradesh,Sagar,5,5.33,185,394,1,4
2015,Madhya Pradesh,Sagar,7,2,158,346,0,0
